stid,station_name,lat,lon,elev,begints,iem_network
LJF,LITCHFIELD,45.09714,-94.50725,348.0,1985-05-01 09:00:00-05,MN_ASOS
LXL,LITTLE FALLS,45.94917,-94.34694,351.0,1992-08-31 19:00:00-05,MN_ASOS
14Y,Long Prairie,45.89826,-94.87386,406.0,2008-06-30 19:20:00-05,MN_ASOS
XVG,LONGVILLE,46.99,-94.20389,407.0,1998-10-31 18:18:00-06,MN_ASOS
LYV,Luverne,43.62117,-96.21579,436.0,2005-01-31 00:15:00-06,MN_ASOS
DXX,MADISON,44.98644,-96.17786,330.0,1997-10-31 18:16:00-06,MN_ASOS
3N8,Mahnomen,47.2605,-95.9281,375.216,2014-07-31 11:55:00-05,MN_ASOS
MKT,MANKATO,44.22,-93.92,311.0,1972-12-31 18:00:00-06,MN_ASOS
MGG,MAPLE LAKE,45.23599,-93.98559,313.0,1998-12-31 18:52:00-06,MN_ASOS
MML,MARSHALL/RYAN,44.45,-95.82,359.0,1984-03-31 07:00:00-06,MN_ASOS
HZX,McGregor,46.6188,-93.30981,374.0,2004-02-29 00:15:00-06,MN_ASOS
ANE,MINNEAPLS/BLAINE,45.144890000000004,-93.21019,278.0,1994-02-01 10:00:00-06,MN_ASOS
MSP,MINNEAPOLIS,44.88537,-93.23131,265.0,1945-01-01 01:00:00-05,MN_ASOS
LVN,MNPLS/AIRLAKE,44.6252,-93.22729,293.0,1993-01-31 00:00:00-06,MN_ASOS
MIC,MNPLS/CRYSTAL,45.06199,-93.35394000000001,265.0,1983-12-01 07:00:00-06,MN_ASOS
FCM,MNPLS/FLYING CLD,44.83,-93.47,280.0,1983-12-01 07:00:00-06,MN_ASOS
MVE,MONTEVIDEO,44.96905,-95.71025,315.0,1988-04-01 18:00:00-06,MN_ASOS
JKJ,MOORHEAD MUNI,46.83928,-96.66403000000001,280.0,2000-01-24 10:38:00-06,MN_ASOS
MZH,MOOSE LAKE,46.41861,-92.80478000000001,328.0,1977-05-01 01:00:00-05,MN_ASOS
JMR,MORA,45.8861,-93.27178,309.0,1991-11-30 18:00:00-06,MN_ASOS
MOX,MORRIS MUNI,45.56597,-95.96719,344.0,1991-11-30 18:00:00-06,MN_ASOS
ULM,NEW ULM MUNI,44.32,-94.5,308.0,1991-11-30 00:00:00-06,MN_ASOS
OVL,OLIVIA,44.77861,-95.03278,328.0,2001-04-30 00:17:00-05,MN_ASOS
ORB,ORR,48.01592,-92.85605,397.0,1993-01-31 18:00:00-06,MN_ASOS
VVV,ORTONVILLE,45.305659999999996,-96.42442,335.0,1997-02-28 18:18:00-06,MN_ASOS
OWA,OWATONNA,44.123329999999996,-93.26056,350.0,1992-08-31 00:00:00-05,MN_ASOS
PKD,PARK RAPIDS,46.9,-95.07,442.0,1990-01-31 18:00:00-06,MN_ASOS
PEX,Paynesville,45.37233,-94.74659,360.0,2005-10-31 00:14:00-06,MN_ASOS
PWC,PINE RIVER REGIO,46.724790000000006,-94.3817,395.0,1996-10-31 18:18:00-06,MN_ASOS
PQN,PIPESTONE,43.98213,-96.30041,529.0,1991-11-30 00:00:00-06,MN_ASOS
FKA,PRESTON (AWOS),43.67667,-92.17971999999999,389.0,2002-06-30 00:19:00-05,MN_ASOS
PNM,PRINCETON MUNI,45.559870000000004,-93.60821999999999,298.0,1996-10-31 18:19:00-06,MN_ASOS
RYM,Ray Miller Army Field,46.0912,-94.3605,345.898,2016-05-22 12:56:00-05,MN_ASOS
RGK,RED WING,44.59153,-92.48678000000001,239.0,1992-08-31 00:00:00-05,MN_ASOS
RWF,REDWOOD FALL,44.546890000000005,-95.08200000000001,311.0,1973-01-01 00:00:00-06,MN_ASOS
RST,ROCHESTER,43.9041,-92.4916,403.0,1948-01-01 06:00:00-06,MN_ASOS
9MN,Rochester / St Mary,44.01976,-92.48306,355.0,2011-03-31 10:53:00-05,MN_ASOS
ROX,ROSEAU MUNI,48.856,-95.69708,323.0,1990-09-30 13:00:00-05,MN_ASOS
ROS,RUSH CITY,45.698,-92.95299999999999,281.0,1998-10-31 18:15:00-06,MN_ASOS
D39,Sauk Centre,45.706559999999996,-94.9334,379.2,2009-12-31 18:12:00-06,MN_ASOS
BFW,Silver Bay,47.25206,-91.40983,333.57099999999997,1992-08-31 19:00:00-05,MN_ASOS
DVP,Slayton,43.98679,-95.78260999999999,495.0,2005-10-31 00:15:00-06,MN_ASOS
SGS,SOUTH ST PAUL,44.85714,-93.03286,250.0,1995-01-31 20:00:00-06,MN_ASOS
SYN,Stanton,44.47552,-93.01632,280.0,2005-06-30 00:15:00-05,MN_ASOS
SAZ,STAPLES,46.38088,-94.8066,392.0,1996-06-30 19:17:00-05,MN_ASOS
STC,ST. CLOUD,45.5433,-94.0513,314.0,1969-01-01 00:00:00-06,MN_ASOS
JYG,ST. JAMES,43.98632,-94.55794,325.0,1997-02-28 00:19:00-06,MN_ASOS
STP,ST. PAUL,44.934470000000005,-93.06,219.0,1983-12-01 07:00:00-06,MN_ASOS
21D,St Paul / Lake Elmo,44.9975,-92.85566999999999,284.4,2008-06-30 19:19:00-05,MN_ASOS
TVF,THIEF RIVER,48.065670000000004,-96.185,340.0,1972-12-31 18:00:00-06,MN_ASOS
P61,TOFTE (RAMOS)   ,47.587959999999995,-90.82307,241.0,2010-12-21 08:52:00-06,MN_ASOS
TKC,Tracy,44.2491,-95.6072,408.0,2004-10-31 00:15:00-05,MN_ASOS
TWM,TWO HARBORS,47.049170000000004,-91.745,328.0,1992-08-31 19:00:00-05,MN_ASOS
ADC,WADENA MUNI,46.45027,-95.21095,418.0,2000-03-01 17:57:00-06,MN_ASOS
Y49,Walker,47.1595,-94.6453,410.995,2014-07-31 11:55:00-05,MN_ASOS
RRT,WARROAD,48.941390000000006,-95.34833,327.0,1997-02-28 00:15:00-06,MN_ASOS
ACQ,WASECA (AWOS),44.07346,-93.55294,343.0,2002-04-30 00:17:00-05,MN_ASOS
VWU,WASKISH MUNI,48.153890000000004,-94.51666999999999,360.0,1999-03-31 18:15:00-06,MN_ASOS
ETH,WHEATON NDB,45.78046,-96.54354000000001,313.0,1992-08-31 19:00:00-05,MN_ASOS
BDH,Willmar,45.1177,-95.1304,247.0,2006-10-31 18:15:00-06,MN_ASOS
MWM,WINDOM MUNI AIRP,43.9134,-95.10941,430.0,1996-10-31 00:17:00-06,MN_ASOS
ONA,WINONA MUNI,44.07721,-91.70832,200.0,1991-11-30 00:00:00-06,MN_ASOS
OTG,WORTHINGTON,43.65506,-95.57919,480.0,1972-12-31 18:00:00-06,MN_ASOS
M40,Aberdeen,33.8738,-88.4897,67.6483,2012-01-11 18:15:00-06,MS_ASOS
PMU,Batesville,34.3635,-89.8929,65.7121,2015-10-21 12:15:00-05,MS_ASOS
HSA,BAY_ST._LOUIS,30.36781,-89.45461,7.0,2000-10-26 14:36:00-05,MS_ASOS
01M,Belmond,34.4917,-88.2011,173.012,2013-11-07 18:35:00-06,MS_ASOS
1R7,Brookhaven,31.60585,-90.40932,149.0,2011-04-03 20:35:00-05,MS_ASOS
CKM,Clarksdale,34.29972,-90.51231,52.7,2005-04-01 00:00:00-06,MS_ASOS
RNV,Cleveland,33.7611,-90.7579,41.9956,2013-03-19 13:15:00-05,MS_ASOS
0R0,Columbia,31.296999999999997,-89.8128,78.9417,2014-02-05 09:35:00-06,MS_ASOS
CBM,COLUMBUS AFB,33.64383,-88.44383,67.0,1958-10-31 18:00:00-06,MS_ASOS
CRX,Corinth,34.915,-88.6035,129.0,2001-04-01 00:56:00-06,MS_ASOS
GTR,GOLDEN TRI(AWOS),33.45033,-88.59136,80.0,1977-03-01 11:00:00-06,MS_ASOS
GLH,GREENVILLE MUNI,33.48288,-90.98561,40.0,1953-04-13 06:00:00-06,MS_ASOS
GWO,GREENWOOD/LEFLORE,33.49433,-90.08471,47.0,1949-01-01 00:00:00-06,MS_ASOS
GNF,Grenada ,33.8325,-89.7982,58.3321,2014-03-05 17:55:00-06,MS_ASOS
GPT,GULFPORT-BILOXI,30.40727,-89.0701,9.0,1972-12-31 18:00:00-06,MS_ASOS
HBG,HATTIESBURG MUNI,31.264940000000003,-89.25289000000001,46.0,1973-01-01 09:00:00-06,MS_ASOS
MYT,Innovator (GoM),28.2206,-89.615,0.0,2010-02-01 00:15:00-06,MS_ASOS
HKS,JACKSON/HAWKINS FIELD,32.33478,-90.22253,104.0,1948-07-01 01:00:00-05,MS_ASOS
JAN,JACKSON/THOMPSON,32.32,-90.08,101.0,1942-09-01 01:00:00-05,MS_ASOS
BIX,KEESLER AFB/BILOXI,30.410429999999998,-88.92443,10.0,1942-06-01 00:00:00-05,MS_ASOS
LUL,Laurel,31.673000000000002,-89.1728,72.7725,2015-05-18 21:55:00-05,MS_ASOS
MBO,Madison,32.4384,-90.1014,99.6256,2015-04-30 20:15:00-05,MS_ASOS
MIS,Main Pass 140B,29.296,-88.84200000000001,32.0,2011-01-05 10:35:00-06,MS_ASOS
MCB,MCCOMB/LEWIS FIELD,31.18,-90.47,126.0,1948-12-01 00:00:00-06,MS_ASOS
MEI,MERIDIAN/KEY FIELD,32.33475,-88.75107,94.0,1948-07-01 07:00:00-05,MS_ASOS
NMM,MERIDIAN NAS/MCCAIN,32.55208,-88.55556,97.0,1961-08-01 09:00:00-05,MS_ASOS
IKT,Nakika,28.5208,-88.2889,25.0,2012-10-25 18:35:00-05,MS_ASOS
HEZ,NATCHEZ/HARDY(AWOS),31.61366,-91.29734,83.0,1973-01-02 13:00:00-06,MS_ASOS
OLV,Olive Branch,34.97875,-89.78686,122.5,2000-10-03 14:00:00-05,MS_ASOS
UOX,Oxford,34.38433,-89.53681,137.8,1973-02-01 10:00:00-06,MS_ASOS
PQL,PASCAGOULA,30.46361,-88.53194,5.0,1968-09-30 06:00:00-05,MS_ASOS
PIB,PINE BELT RGNL AWOS,31.46714,-89.33706,91.0,1979-01-01 19:00:00-06,MS_ASOS
JVW,Raymond,32.3045,-90.4105,75.0,2011-10-03 04:55:00-05,MS_ASOS
M16,Raymond,32.30447,-90.41053000000001,75.3,2011-04-03 20:35:00-05,MS_ASOS
STF,Starkbville,33.43311,-88.84861,101.5,2010-09-25 06:55:00-05,MS_ASOS
UTA,TUNICA MUNICIPAL AIRPORT,34.68111,-90.34666999999999,59.0,2005-04-01 00:00:00-06,MS_ASOS
TUP,TUPELO/C.D. LEMONS,34.26083,-88.77111,110.0,1973-01-01 08:00:00-06,MS_ASOS
VKS,Vicksburg,32.239129999999996,-90.92819,30.1164,2013-05-09 08:00:00-05,MS_ASOS
TVR,VICKSBURG/TALLULAH RGNL APT,32.35,-91.03,25.0,1996-07-01 02:53:00-05,MS_ASOS
DLP,West Delta,29.12139,-89.54722,0.0,2010-05-03 03:55:00-05,MS_ASOS
5A6,Winona,33.465,-89.7302,106.493,2015-03-23 22:55:00-05,MS_ASOS
VER,Booneville,38.9467,-92.6827,218.0,2010-12-06 14:35:00-06,MO_ASOS
BBG,Branson,36.53208,-93.20054,397.0,2009-02-10 23:55:00-06,MO_ASOS
FWB,Branson West Muni,36.6985,-93.4022,393.81,2013-08-23 20:15:00-05,MO_ASOS
H21,Camdenton,37.97397,-92.69119,323.0,2011-07-02 00:15:00-05,MO_ASOS
OZS,Camdenton ,37.974000000000004,-92.6912,324.937,2015-03-06 08:35:00-06,MO_ASOS
EZZ,Cameron,39.7276,-94.2764,310.526,,MO_ASOS
CGI,CAPE GIRARDEAU,37.22532,-89.57075,102.0,1997-05-31 19:53:00-05,MO_ASOS
CDJ,CHILLICOTHE,39.82333,-93.57916999999999,234.0,1998-05-20 19:56:00-05,MO_ASOS
GLY,Clinton,38.35657,-93.68418,250.5,2009-05-31 19:15:00-05,MO_ASOS
COU,COLUMBIA,38.8169,-92.2183,271.0,1996-06-30 20:54:00-05,MO_ASOS
FAM,FARMINGTON,37.76103,-90.42860999999999,288.0,2000-01-01 09:35:00-06,MO_ASOS
TBN,FORT LEONARD WOO,37.74163,-92.14074000000001,353.0,1969-12-31 18:00:00-06,MO_ASOS
HAE,Hannibal,39.72517,-91.44386,235.19099999999997,2012-11-16 11:15:00-06,MO_ASOS
LRY,Harrisonville,38.611,-94.3421,271.578,2016-12-17 12:35:00-06,MO_ASOS
JEF,JEFFERSON CITY,38.59118,-92.15614000000001,168.0,1973-11-30 18:00:00-06,MO_ASOS
JLN,Joplin,37.1522,-94.4952,293.322,1972-12-31 18:00:00-06,MO_ASOS
AIZ,KAISER MEM,38.09604,-92.54949,265.0,2000-01-01 09:15:00-06,MO_ASOS
MKC,KANSAS CITY/DNTN,39.123000000000005,-94.59299999999999,227.0,1969-12-31 18:00:00-06,MO_ASOS
MCI,KANSAS CITY/INTL,39.29761,-94.71391,320.0,1972-10-01 07:00:00-05,MO_ASOS
TKX,Kennett,36.22586,-90.03664,78.21,2015-12-10 20:35:00-06,MO_ASOS
IRK,KIRKSVILLE,40.09722,-92.54333000000001,293.0,1948-01-01 00:00:00-06,MO_ASOS
LBO,Lebanon,37.6483,-92.6524,401.23199999999997,2017-07-01 20:35:00-05,MO_ASOS
LXT,Lee s Summit,38.95969,-94.37136,306.0,2002-04-30 07:53:00-05,MO_ASOS
MAW,Malden,36.6005,-89.9922,88.3306,2016-05-18 09:35:00-05,MO_ASOS
MHL,Marshall,39.0955,-93.2028,238.50599999999997,2014-11-21 09:55:00-06,MO_ASOS
EVU,Maryville,40.3525,-94.915,346.99,2017-01-08 21:15:00-06,MO_ASOS
MYJ,Mexico,39.1575,-91.8183,248.044,2016-04-10 16:15:00-05,MO_ASOS
MBY,Moberly,39.464,-92.4244,263.82599999999996,,MO_ASOS
HFJ,Monett,36.906220000000005,-94.01276,400.5,2009-02-28 18:15:00-06,MO_ASOS
GPH,Mosby,39.3325,-94.30964,232.748,2012-08-18 11:55:00-05,MO_ASOS
PCD,Perryville,37.8667,-89.8651,110.89299999999999,,MO_ASOS
K02,Perryville ,37.8687,-89.8621,113.677,2016-10-20 15:15:00-05,MO_ASOS
POF,POPULAR BLUFF,36.77394,-90.32486,99.0,1977-10-31 00:00:00-06,MO_ASOS
DMO,SEDALIA,38.707409999999996,-93.17591,274.0,1996-06-30 20:54:00-05,MO_ASOS
SIK,Sikeston,36.9027,-89.5577,92.4019,2015-09-21 04:35:00-05,MO_ASOS
SGF,SPRINGFIELD,37.2397,-93.3897,390.0,1969-12-31 18:00:00-06,MO_ASOS
SET,ST. CHARLES,38.93,-90.43,134.0,1998-10-31 18:54:00-06,MO_ASOS
STJ,ST. JOSEPH,39.77194,-94.90971,247.0,1948-01-01 06:00:00-06,MO_ASOS
STL,ST. LOUIS,38.75245,-90.3734,171.0,1945-01-01 07:00:00-05,MO_ASOS
SUS,ST. LOUIS/SPIRIT,38.65722,-90.65583000000001,141.0,1973-01-01 06:00:00-06,MO_ASOS
VIH,VICHY/ROLLA,38.13,-91.77,333.0,1972-12-31 18:00:00-06,MO_ASOS
RCM,Warrensburg,38.78417,-93.80286,243.0,2007-07-31 19:16:00-05,MO_ASOS
RAW,Warsaw,38.3469,-93.3454,285.56,,MO_ASOS
FYG,Washington,38.587579999999996,-90.99381,146.343,2012-02-09 22:15:00-06,MO_ASOS
UNO,WEST PLAINS,36.87843,-91.90268,372.0,1972-12-31 18:00:00-06,MO_ASOS
SZL,WHITEMAN AFB,38.730290000000004,-93.54799,265.0,1969-12-31 18:00:00-06,MO_ASOS
BHK,BAKER,46.347640000000006,-104.25945,906.0,1998-03-01 01:20:00-06,MT_ASOS
BIL,BILLINGS/LOGAN INTL,45.8069,-108.5422,1088.0,1948-01-01 07:00:00-06,MT_ASOS
BZN,BOZEMAN/GALLATIN,45.788059999999994,-111.16083,1364.0,1948-01-01 01:00:00-06,MT_ASOS
BTM,BUTTE/BERT MOONEY,45.954809999999995,-112.49746999999999,1690.0,1948-01-01 01:00:00-06,MT_ASOS
S71,Chinook Edgar G Obie,48.5921,-109.2506,736.0,2011-01-31 14:58:00-06,MT_ASOS
M46,Colstrip,45.8528,-106.7093,1044.0,2011-01-31 14:59:00-06,MT_ASOS
CTB,CUT BANK (AWOS),48.60835,-112.37615,1175.0,1948-01-01 07:00:00-06,MT_ASOS
DLN,DILLON AIRPORT,45.255359999999996,-112.55251000000001,1597.0,1948-01-01 01:00:00-06,MT_ASOS
3DU,DRUMMOND,46.66667,-113.15,1202.0,1948-01-01 01:00:00-06,MT_ASOS
EKS,Ennis,45.2718,-111.6486,1630.24,2015-07-28 11:55:00-05,MT_ASOS
88M,Eureka,48.9738,-115.0764,813.0,2011-01-31 14:56:00-06,MT_ASOS
1S3,Forsyth Tillitt Field,46.2712,-106.6239,831.0,2011-01-31 15:19:00-06,MT_ASOS
79S,Fort Benton,47.8451,-110.6365,874.0,2011-01-31 15:01:00-06,MT_ASOS
GGW,GLASGOW INTL ARPT,48.2138,-106.6214,700.0,1948-01-01 03:00:00-06,MT_ASOS
GDV,GLENDIVE(AWOS),47.13872,-104.8072,749.0,1973-01-01 12:00:00-06,MT_ASOS
MVH,Grassrange,46.83807,-108.93683,1338.99,2014-11-06 09:55:00-06,MT_ASOS
GTF,GREAT FALLS INTL,47.4733,-111.3822,1115.0,1948-01-01 01:00:00-06,MT_ASOS
6S5,Hamilton,46.2515,-114.1255,1110.0,2011-01-31 14:57:00-06,MT_ASOS
HVR,HAVRE (AMOS),48.5428,-109.7633,792.0,1961-02-01 07:00:00-06,MT_ASOS
HLN,HELENA REGIONAL,46.6056,-111.9636,1188.0,1948-01-01 07:00:00-06,MT_ASOS
JDN,JORDAN (RAMOS),47.325829999999996,-106.9475,811.0,1983-10-01 01:00:00-05,MT_ASOS
GPI,KALISPELL       ,48.3042,-114.2636,908.0,2005-11-01 01:55:00-06,MT_ASOS
LWT,LEWISTOWN MUNICIPAL,47.04925,-109.46668999999999,1270.0,1948-01-01 01:00:00-06,MT_ASOS
S59,Libby,48.2838,-115.4902,792.0,2011-01-31 14:59:00-06,MT_ASOS
LVM,LIVINGSTON/MISSION,45.7,-110.45,1419.0,1948-01-01 01:00:00-06,MT_ASOS
GFA,MALMSTROM AFB,47.504670000000004,-111.18733,1075.0,1948-01-01 01:00:00-06,MT_ASOS
M75,Malta ,48.3689,-107.9179,683.273,2017-03-03 11:35:00-06,MT_ASOS
MLS,MILES CITY,46.42797,-105.88625,801.0,1948-01-01 14:00:00-06,MT_ASOS
MSO,MISSOULA/BELL FIELD,46.9208,-114.0925,972.0,1948-01-01 07:00:00-06,MT_ASOS
PO1,Poplar,48.1344,-105.1621,617.0,2011-01-31 14:59:00-06,MT_ASOS
RPX,Roundup ,46.475,-108.5434,1049.58,1948-01-01 07:00:00-06,MT_ASOS
SDY,SIDNEY-RICHLAND,47.70686,-104.19256,605.0,1973-03-01 10:00:00-06,MT_ASOS
8S0,STARR-BROWNING AIRSTRIP AIRPORT,48.60136,-113.11481,1419.0,2000-01-06 14:03:00-06,MT_ASOS
WYS,West Yellowstone,44.688390000000005,-111.11764,2026.6,1973-06-01 11:00:00-05,MT_ASOS
WEY,WEST YELLOWSTONE,44.65,-111.1,2031.0,1973-01-01 06:00:00-06,MT_ASOS
OLF,WOLF POINT INTL,48.09452,-105.57505,605.0,1973-08-01 12:00:00-05,MT_ASOS
ANW,AINSWORTH MUNICI,42.579229999999995,-99.99297,78.0,1948-02-01 07:00:00-06,NE_ASOS
BVN,Albion,41.72858,-98.05575999999999,551.0,2004-08-31 00:11:00-05,NE_ASOS
AIA,ALLIANCE,42.05722,-102.8,119.0,1972-12-31 18:00:00-06,NE_ASOS
AUH,AURORA,40.89414,-97.99455999999999,550.0,1996-10-31 00:10:00-06,NE_ASOS
BIE,BEATRICE MUNICIP,40.30128,-96.75411,403.0,1972-12-31 18:00:00-06,NE_ASOS
BTA,Blair,41.414809999999996,-96.10897,404.0,2008-01-31 18:10:00-06,NE_ASOS
BBW,BROKEN BOW MUNI,41.43655,-99.63853,776.0,1973-01-01 07:00:00-06,NE_ASOS
CDR,CHADRON,42.837559999999996,-103.09539000000001,101.0,1973-01-01 01:00:00-06,NE_ASOS
OLU,COLUMBUS MUNI,41.448,-97.34264,440.0,1972-12-31 18:00:00-06,NE_ASOS
FNB,FALLS CITY/BRENN,40.078790000000005,-95.59199,300.0,1981-09-30 07:00:00-05,NE_ASOS
FET,FREMONT MUNI ARP,41.45,-96.52,367.0,1995-11-30 00:00:00-06,NE_ASOS
GRN,Gordon,42.806000000000004,-102.1753,1079.0,2017-05-09 10:35:00-05,NE_ASOS
GRI,GRAND ISLAND,40.96754,-98.30964,561.0,1948-01-01 00:00:00-06,NE_ASOS
HSI,HASTINGS,40.60525,-98.42789,591.0,1972-12-31 18:00:00-06,NE_ASOS
HJH,Hebron,40.15225,-97.58697,447.0,2004-02-29 00:11:00-06,NE_ASOS
HDE,HOLDREGE/BREWSTR,40.452090000000005,-99.33648000000001,705.0,1973-01-01 00:00:00-06,NE_ASOS
IML,IMPERIAL MUNICIP,40.510329999999996,-101.62015,99.0,1980-12-29 10:00:00-06,NE_ASOS
EAR,KEARNEY MUNI,40.72703,-99.00678,649.0,1973-01-01 08:00:00-06,NE_ASOS
IBM,Kimball,41.18806,-103.67739,1501.4,2003-03-31 00:10:00-06,NE_ASOS
LXN,LEXINGTON,40.790420000000005,-99.77591,734.0,1996-09-30 19:10:00-05,NE_ASOS
LNK,LINCOLN,40.84782,-96.76474,364.0,1948-01-01 06:00:00-06,NE_ASOS
MCK,MCCOOK,40.20628,-100.59208000000001,78.0,1972-12-31 18:00:00-06,NE_ASOS
MLE,MILLARD,41.196000000000005,-96.11200000000001,320.0,2003-05-31 00:10:00-05,NE_ASOS
AFK,NEBRASKA CITY,40.60689,-95.86569,354.0,2003-06-30 00:10:00-05,NE_ASOS
OFK,NORFOLK,41.985459999999996,-97.43511,470.0,1948-01-01 06:00:00-06,NE_ASOS
LBF,NORTH PLATTE,41.12,-100.67,84.0,1948-01-01 12:00:00-06,NE_ASOS
OFF,OFFUTT AFB/BELLE,41.11833,-95.91251,319.0,1948-01-12 00:00:00-06,NE_ASOS
OGA,OGALLALA,41.11947,-101.76969,99.0,1996-10-31 18:11:00-06,NE_ASOS
OMA,OMAHA/EPPLEY,41.31028,-95.89917,312.0,1929-01-01 00:00:00-06,NE_ASOS
ONL,O NEILL,42.46972,-98.68806,619.0,1953-09-01 00:00:00-05,NE_ASOS
ODX,ORD/SHARP FIELD,41.62361,-98.95167,631.0,1981-08-31 19:00:00-05,NE_ASOS
PMV,Plattsmouth,40.95025,-95.91789,366.4,2006-11-30 18:10:00-06,NE_ASOS
BFF,SCOTTSBLUFF,41.87403,-103.59564,120.0,1948-01-01 07:00:00-06,NE_ASOS
SNY,SIDNEY,41.10139,-102.98472,130.0,1973-01-01 00:00:00-06,NE_ASOS
TQE,TEKAMAH,41.763529999999996,-96.17794,312.0,1995-11-30 00:00:00-06,NE_ASOS
TIF,Thedford,41.96217,-100.56900999999999,892.0,2004-06-30 00:10:00-05,NE_ASOS
VTN,VALENTINE,42.85669,-100.54894,78.0,1948-01-31 20:00:00-06,NE_ASOS
AHQ,Wahoo,41.24061,-96.59456,373.0,2011-05-20 07:15:00-05,NE_ASOS
LCG,Wayne,42.241890000000005,-96.98142,436.0,2005-07-31 00:30:00-05,NE_ASOS
JYR,York,40.89675,-97.62278,509.0,2002-01-31 00:10:00-06,NE_ASOS
TMT,Austin,39.4643,-117.1971,1749.34,,NV_ASOS
BAM,Battle Mountain,40.599000000000004,-116.8743,1382.36,2017-03-04 11:35:00-06,NV_ASOS
B23,BATTLE MOUNTAIN,40.6,-116.86667,1381.0,1948-11-01 02:00:00-06,NV_ASOS
BVU,Boulder City,35.94748,-114.8611,671.0,2010-06-28 07:55:00-05,NV_ASOS
CXP,Carson City,39.1923,-119.7326,1431.0,2010-07-19 12:55:00-05,NV_ASOS
EKO,ELKO,40.8242,-115.78601,1367.0,1948-01-01 08:00:00-06,NV_ASOS
ELY,ELY/YELLAND FLD,39.295,-114.84528,1909.0,1953-02-01 03:00:00-06,NV_ASOS
05U,Eureka,39.6042,-116.0051,1811.23,2012-02-09 10:15:00-06,NV_ASOS
P68,EUREKA (RAMOS),39.60139,-116.00556,1993.0,1983-10-01 02:00:00-05,NV_ASOS
NFL,FALLON NAS,39.416579999999996,-118.70098,1199.0,1945-03-01 07:00:00-05,NV_ASOS
HTH,Hawthorne ,38.5448,-118.6315,1282.89,2017-03-09 11:35:00-06,NV_ASOS
HND,HENDERSON_AIRPORT,35.97286,-115.13443999999998,749.0,2002-07-01 07:45:00-05,NV_ASOS
INS,INDIAN SPRINGS  ,36.58718,-115.67335,955.0,2005-04-19 12:56:00-05,NV_ASOS
LAS,LAS VEGAS/MCCARRAN,36.080059999999996,-115.15225,664.0,1948-12-18 19:00:00-06,NV_ASOS
LOL,Lovelock / Derby Field,40.06843,-118.57008,1192.43,1948-11-01 08:00:00-06,NV_ASOS
DRA,MERCURY/DESERT ROCK,36.6206,-116.0278,1009.0,1978-06-01 02:00:00-05,NV_ASOS
MEV,Miden - Tahoe,38.9963,-119.75,1441.42,2014-05-24 08:55:00-05,NV_ASOS
LSV,NELLIS AFB,36.2362,-115.03425,570.0,1942-04-01 02:00:00-05,NV_ASOS
VGT,NORTH LAS VEGAS,36.21069,-115.19443999999999,671.0,1998-01-01 07:47:00-06,NV_ASOS
RTS,Reno,39.6682,-119.8764,1539.0,2011-09-22 11:35:00-05,NV_ASOS
RNO,RENO/CANNON INTL,39.48389,-119.77111000000001,1341.0,1943-02-01 02:00:00-05,NV_ASOS
TPH,TONOPAH AIRPORT,38.05052,-117.09043,1654.0,1942-10-01 03:00:00-05,NV_ASOS
BJN,TONOPAH RANGE74 ,37.61421,-116.26416,1756.0,2005-07-01 02:56:00-05,NV_ASOS
9BB,WELLS,41.11667,-114.96667,1723.0,1996-07-01 11:30:00-05,NV_ASOS
AWH,WILDHORSE RES/ELKO,41.666000000000004,-115.78399999999999,1902.0,1987-07-01 08:00:00-05,NV_ASOS
WMC,WINNEMUCCA MUNI,40.90194,-117.80722,1315.0,1949-10-01 06:00:00-06,NV_ASOS
BML,BERLIN MUNICIPAL,44.57611,-71.17860999999999,353.0,1973-01-01 18:00:00-06,NH_ASOS
CON,CONCORD MUNICIPAL,43.19528,-71.50111,105.0,1948-01-01 05:00:00-06,NH_ASOS
AFN,JAFFREY MUNICIPAL,42.80513,-72.00301999999999,317.0,1996-07-01 02:52:00-05,NH_ASOS
EEN,KEENE/DILLANT(AWOS),42.9,-72.27,149.0,1973-02-01 13:00:00-06,NH_ASOS
LCI,LACONIA MUNI (AWOS),43.57,-71.42,166.0,1973-01-01 07:00:00-06,NH_ASOS
LEB,LEBANON MUNICIPAL,43.62611,-72.30419,182.0,1948-12-31 23:00:00-06,NH_ASOS
MHT,MANCHESTER AIRPARK,42.932809999999996,-71.43575,71.0,1947-12-31 23:00:00-06,NH_ASOS
MWN,Mount Washington,44.2708,-71.3035,1910.0,1973-01-01 00:00:00-06,NH_ASOS
ASH,NASHUA/BOIRE FIELD,42.78175,-71.51478,61.0,1983-05-01 19:00:00-05,NH_ASOS
PSM,PEASE AFB/PORTSMOUT,43.077940000000005,-70.82328000000001,31.0,1948-01-01 10:00:00-06,NH_ASOS
1P1,Plymouth,43.77924,-71.75369,153.9,2005-10-31 23:20:00-06,NH_ASOS
DAW,ROCHESTER (WAS 6B1),43.28,-70.92,104.0,2000-01-19 12:10:00-06,NH_ASOS
HIE,WHITEFIELD (ASOS),44.36762,-71.54446999999999,319.0,1996-07-01 02:52:00-05,NH_ASOS
12N,ANDOVER/AEROFLEX-ANDOVER AIRPORT,41.00889,-74.73666999999999,178.0,1998-08-31 23:54:00-05,NJ_ASOS
ACY,ATLANTIC CITY INTL,39.45758,-74.57717,20.0,1947-12-31 23:00:00-06,NJ_ASOS
